9.957143,0.471099
5.379318,8.375803
4.119741,7.908939
6.801078,-4.000324
4.621265,-4.914648
-3.450846,4.816071
8.609179,2.415390
-4.006384,0.773641
4.811996,-4.267587
-0.087783,3.370732
8.573631,-2.737128
6.313148,-1.233435
3.740657,8.263775
5.814433,1.251155
4.884781,-2.129964
3.711455,-1.478037
9.319106,5.879354
-0.936980,0.320089
-2.259692,9.014810
-2.991414,7.901775
7.936331,-3.536391
9.081144,6.795512
6.306583,1.642672
9.802509,7.486061
6.925095,-1.063892
3.776571,5.127206
7.854247,-4.457152
9.272861,-0.317878
3.671028,4.941372
5.456986,9.584304
-0.720726,3.839722
-4.954471,-0.681467
-3.258378,5.072063
1.695318,-0.563677
1.726104,3.956288
3.213864,3.980692
-3.670455,-2.555244
-1.524692,8.309567
6.089279,9.729285
1.386571,9.664564
-3.968042,4.946207
5.951144,9.939500
7.978601,9.229052
1.751192,8.021793
8.351239,6.367579
3.842638,-4.921165
6.959686,4.067634
9.548756,2.525340
-3.740640,-0.192112
-3.058115,-3.106419
-1.332663,5.603638
-3.242527,-3.164485
-2.168670,-4.810168
7.580150,-1.001486
2.273933,-4.858860
1.130091,-4.632819
-4.994848,-3.822708
7.225515,-1.965904
2.796808,5.152174
-1.375995,2.443974
3.978973,-0.320008
-4.655231,7.668447
4.804605,1.309185
-4.605080,-4.022274
9.005877,-0.059679
-1.205025,5.618058
4.911637,4.660325
7.207485,3.760421
-4.507685,2.129800
5.312694,-3.573575
1.238916,5.871506
3.185896,3.443634
0.774339,6.647170
-1.321060,5.862097
6.889665,3.962924
0.080639,-2.752061
-0.650680,7.098116
1.821720,5.558506
6.590299,-4.012126
4.760686,2.897068
5.858248,0.306557
0.180408,2.885751
4.659707,6.231772
4.316843,5.042470
-4.297456,6.996134
2.702207,9.748441
5.551927,3.481443
-0.818903,-0.865366
6.128307,8.167348
4.273949,3.019151
-1.924351,0.560712
7.542134,2.406518
4.652675,-3.569257
-3.470629,9.232251
8.860715,3.287548
-1.959112,5.405370
0.255326,7.238898
-2.223905,2.402325
4.200460,-4.172398
9.721368,0.503646
9.679695,5.194699
6.016427,0.264224
6.124624,-4.039510
7.388842,2.468540
8.349020,7.915215
0.347452,3.705887
-4.605134,5.642389
1.925763,2.196271
-4.851122,-0.734315
-4.031238,-0.273711
-3.188505,0.291663
2.435358,9.952426
0.525557,8.698080
-0.124915,6.860404
-2.475315,4.304402
5.296922,7.010851
8.094779,3.297991
2.218047,-4.755295
-1.284842,-2.893665
1.599205,0.615477
-3.438978,-1.714664
1.735191,8.021345
-1.645072,-3.445456
6.305426,-1.620254
-0.824039,3.600735
8.938488,-1.470939
3.872769,6.879725
7.342898,3.085312
-0.210821,9.569754
1.673820,4.752563
0.941546,4.830326
4.648561,-2.474247
-3.639701,0.564480
-2.155257,8.154922
-1.615606,2.107324
6.168635,-4.649092
9.137536,8.865779
-4.452385,1.708106
9.692451,3.120376
8.124530,3.326366
-3.967492,0.249907
-4.815168,8.219093
3.511234,1.101851
3.210650,9.600611
5.713230,9.344324
4.781244,-0.725202
